1641896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1690999,0.192799,0.217947,10.150093,-3.297710,-1.328244,1.358779
1740995,0.035925,0.307760,10.200389,-3.145038,-1.801527,1.526718
1790995,0.199984,0.193997,10.186019,-3.114504,1.175573,1.053435
1841019,0.135319,0.177231,10.165661,-3.328244,-2.244275,1.404580
1890995,0.091011,0.276625,10.138118,-3.022901,0.229008,1.236641
1940995,0.153281,0.223934,10.144106,-3.083969,-0.381679,1.389313
1990995,0.178429,0.179626,10.150093,-3.175573,-0.641221,1.526718
2040995,0.096998,0.202379,10.163266,-3.175573,-0.702290,1.374046
2090995,0.164059,0.287402,10.187216,-2.870229,0.793893,1.145038
2140995,0.141306,0.211959,10.178833,-3.267176,-2.076336,1.587786
2190995,0.099393,0.199984,10.152488,-3.022901,1.083969,1.114504
2240995,0.150886,0.255070,10.121353,-3.175573,-1.038168,1.465649
2290995,0.062271,0.210762,10.145303,-2.992366,-0.320611,1.450382
2340995,0.162861,0.220342,10.172846,-3.053435,-0.076336,1.236641
2390995,0.124541,0.222737,10.141710,-3.175573,-1.175573,1.480916
2440995,0.118553,0.202379,10.128538,-3.053435,0.061069,1.297710
2490995,0.184417,0.227527,10.159674,-3.236641,-0.748092,1.267176
2540995,0.131726,0.231119,10.200389,-3.145038,-0.503817,1.175573
2590995,0.171244,0.215552,10.153686,-3.175573,-0.259542,1.648855
2640995,0.156874,0.226329,10.112970,-3.236641,-0.839695,1.557252
2690995,0.140109,0.198787,10.201586,-3.053435,-0.167939,1.496183
2740995,0.153281,0.274230,10.206376,-3.206107,-0.656489,1.312977
2790995,0.147294,0.226329,10.169253,-3.083969,-0.229008,1.343511
2840995,0.153281,0.211959,10.184821,-3.419847,-0.320611,1.221374
2890995,0.153281,0.198787,10.213561,-3.206107,-0.534351,1.450382
2940995,0.154479,0.253872,10.157278,-3.206107,-0.519084,1.389313
2990995,0.159269,0.241897,10.180031,-3.236641,-0.366412,1.267176
3040995,0.153281,0.228724,10.153686,-3.145038,-0.793893,1.404580
3090995,0.154479,0.219144,10.141710,-3.053435,0.122137,1.343511
3140995,0.140109,0.231119,10.145303,-3.083969,-0.870229,1.251908
3190995,0.116158,0.222737,10.100995,-3.053435,-0.229008,1.221374
3241019,0.156874,0.227527,10.150093,-3.022901,-0.717557,1.343511
3290995,0.132924,0.208367,10.226734,-3.175573,-0.519084,1.404580
3340995,0.153281,0.216749,10.227931,-3.175573,-0.351145,1.114504
3390995,0.165256,0.217947,10.206376,-3.114504,-0.503817,1.114504
3440995,0.150886,0.208367,10.172846,-3.175573,-0.641221,1.267176
3490995,0.126936,0.262255,10.206376,-3.267176,-0.259542,1.450382
3540995,0.129331,0.203577,10.208771,-3.145038,-0.870229,1.358779
3590995,0.116158,0.202379,10.129736,-2.992366,-0.183206,1.236641
3640995,0.208367,0.233514,10.154883,-3.053435,-0.580153,1.435115
3690995,0.123344,0.203577,10.178833,-3.114504,-0.732824,1.328244
3740995,0.154479,0.228724,10.139316,-3.236641,-0.015267,1.404580
3790995,0.167651,0.262255,10.184821,-3.175573,-0.778626,1.404580
3840995,0.092208,0.213157,10.213561,-3.236641,-0.274809,1.251908
3890995,0.140109,0.221539,10.178833,-3.267176,-0.641221,1.343511
3940995,0.140109,0.219144,10.172846,-3.114504,-0.809160,1.343511
3990995,0.158071,0.196392,10.186019,-3.236641,0.015267,1.374046
4040995,0.161664,0.228724,10.224339,-3.236641,-0.977099,1.282443
4090995,0.141306,0.223934,10.189611,-3.267176,0.122137,1.343511
4140995,0.153281,0.256267,10.188414,-3.145038,-0.748092,1.343511
4190995,0.113763,0.259860,10.144106,-3.175573,-0.656489,1.267176
4240995,0.171244,0.198787,10.159674,-2.900763,-0.229008,1.465649
4290995,0.156874,0.215552,10.219549,-3.450382,-0.534351,1.328244
4341019,0.129331,0.207169,10.166859,-3.358779,-0.687023,1.328244
4390995,0.144899,0.223934,10.165661,-3.175573,-0.015267,1.404580
4440995,0.134121,0.177231,10.130933,-3.053435,-1.114504,1.541985
4490995,0.202379,0.261057,10.089020,-3.145038,0.335878,1.251908
4540995,0.116158,0.227527,10.108180,-3.206107,-1.328244,1.526718
4590995,0.096998,0.250280,10.193204,-3.022901,0.045802,0.900763
4641019,0.196392,0.243094,10.150093,-3.236641,-0.702290,1.297710
4690995,0.111368,0.222737,10.199191,-3.206107,-0.549618,1.465649
4740995,0.150886,0.204774,10.157278,-3.083969,-0.106870,1.450382
4790995,0.152084,0.215552,10.187216,-3.206107,-0.687023,1.145038
4840995,0.162861,0.214354,10.192006,-3.114504,-0.137405,1.297710
4890995,0.118553,0.214354,10.205178,-3.297710,-0.320611,1.419847
4940995,0.148491,0.204774,10.190808,-3.206107,-0.702290,1.404580
4990995,0.140109,0.214354,10.199191,-3.267176,0.061069,1.068702
5040995,0.168849,0.240699,10.165661,-3.145038,-0.885496,1.267176
5090995,0.116158,0.208367,10.145303,-3.175573,-0.320611,1.557252
5140995,0.180824,0.216749,10.117761,-3.206107,-0.122137,1.175573
5190995,0.091011,0.238304,10.212363,-3.236641,-1.374046,1.450382
5240995,0.166454,0.227527,10.178833,-3.114504,0.442748,1.358779
5290995,0.128134,0.191602,10.192006,-3.267176,-0.992366,1.389313
5340995,0.147294,0.223934,10.148895,-3.053435,-0.427481,1.419847
5390995,0.192799,0.249082,10.225536,-3.206107,-0.106870,1.480916
5440995,0.154479,0.232317,10.147698,-3.267176,-1.160305,1.358779
5490995,0.143701,0.234712,10.164463,-2.961832,0.229008,1.328244
5540995,0.112566,0.229922,10.208771,-3.145038,-0.992366,1.404580
5590995,0.119751,0.251477,10.141710,-3.145038,-0.259542,1.251908
5640995,0.189207,0.281415,10.135723,-3.145038,-0.244275,1.328244
5690995,0.096998,0.184417,10.159674,-3.175573,-0.824427,1.312977
5741019,0.149689,0.189207,10.181229,-3.175573,0.061069,1.145038
5790995,0.147294,0.220342,10.176438,-3.083969,-0.854962,1.511450
5840995,0.159269,0.247885,10.158476,-3.083969,-0.320611,1.251908
5890995,0.091011,0.202379,10.171648,-3.236641,-0.366412,1.282443
5940995,0.123344,0.195194,10.165661,-3.175573,-0.366412,1.145038
5990995,0.104183,0.228724,10.153686,-3.145038,-0.778626,1.526718
6040995,0.193997,0.213157,10.176438,-3.083969,0.442748,1.236641
6090995,0.162861,0.225132,10.165661,-3.328244,-1.099237,1.328244
6140995,0.156874,0.241897,10.177636,-3.206107,0.244275,1.129771
6190995,0.134121,0.245490,10.171648,-3.236641,-0.992366,1.374046
6240995,0.140109,0.203577,10.159674,-3.206107,-0.458015,1.190840
6290995,0.129331,0.238304,10.176438,-3.145038,-0.167939,1.267176
6340995,0.126936,0.255070,10.220746,-2.961832,-0.702290,1.435115
6390995,0.153281,0.234712,10.153686,-3.083969,-0.503817,1.175573
6440995,0.154479,0.216749,10.128538,-3.206107,-0.335878,1.297710
6490995,0.128134,0.193997,10.156081,-2.961832,-0.671756,1.557252
6540995,0.099393,0.234712,10.178833,-3.145038,-0.122137,1.160305
6590995,0.156874,0.251477,10.181229,-3.389313,-0.702290,1.465649
6640995,0.096998,0.208367,10.206376,-3.083969,-0.320611,1.175573
6690995,0.173639,0.295785,10.104588,-3.114504,-0.793893,1.312977
6740995,0.137714,0.171244,10.130933,-3.236641,-0.351145,1.328244
6790995,0.144899,0.233514,10.189611,-3.083969,-0.381679,1.160305
6840995,0.130529,0.228724,10.120155,-3.145038,-0.580153,1.312977
6890995,0.184417,0.255070,10.176438,-3.206107,-0.229008,1.312977
6940995,0.130529,0.191602,10.144106,-3.175573,-0.809160,1.465649
6990995,0.142504,0.225132,10.163266,-3.145038,-0.320611,1.160305
7040995,0.156874,0.207169,10.202784,-3.358779,-0.748092,1.435115
7090995,0.170046,0.240699,10.181229,-3.022901,0.030534,1.206107
7141019,0.119751,0.234712,10.159674,-3.083969,-1.114504,1.480916
7190995,0.131726,0.184417,10.166859,-3.114504,0.137405,1.206107
7240995,0.174836,0.223934,10.253079,-2.961832,-0.748092,1.358779
7290995,0.111368,0.265847,10.150093,-3.053435,-0.366412,1.312977
7340995,0.179626,0.232317,10.178833,-3.114504,-0.274809,1.374046
7390995,0.136516,0.233514,10.169253,-3.053435,-0.793893,1.206107
7440995,0.142504,0.221539,10.176438,-3.175573,-0.381679,1.465649
7490995,0.126936,0.247885,10.181229,-3.083969,-0.625954,1.343511
7540995,0.158071,0.239502,10.207574,-3.297710,-0.580153,1.435115
7590995,0.099393,0.229922,10.151291,-3.083969,-0.458015,1.404580
7640995,0.162861,0.171244,10.142908,-3.145038,-0.366412,1.358779
7690995,0.150886,0.205972,10.150093,-3.175573,-0.595420,1.282443
7740995,0.137714,0.251477,10.200389,-3.083969,-0.412214,1.282443
7790995,0.152084,0.229922,10.127340,-3.114504,-0.641221,1.236641
7840995,0.102986,0.232317,10.194401,-3.206107,-0.412214,1.358779
7890995,0.150886,0.208367,10.174044,-2.961832,-0.580153,1.328244
7940995,0.146096,0.217947,10.199191,-3.083969,-0.427481,1.404580
7990995,0.153281,0.216749,10.165661,-3.145038,-0.366412,1.389313
8040995,0.117356,0.161664,10.206376,-3.145038,-0.671756,1.480916
8090995,0.152084,0.222737,10.171648,-3.175573,-0.274809,1.251908
8140995,0.155676,0.234712,10.128538,-3.114504,-0.549618,1.251908
8190995,0.100591,0.234712,10.151291,-3.114504,-0.366412,1.007634
8241019,0.137714,0.210762,10.193204,-3.175573,-0.595420,1.297710
